Accident_ID,Date,Time,Weather,Road_Condition,Location,Latitude,Longitude,Severity,Vehicles_Involved,Cause
A0494,2025-11-01,15:24,Clear,Potholes,Devipattinam Road,9.480255,78.869316,Minor,1,Poor Road Condition
A0495,2025-07-02,09:54,Clear,Dry,Industrial Area Road,9.349669,78.82504,Severe,3,Speeding
A0496,2025-05-09,16:35,Clear,Dry,Bus Stand Junction,9.367813,78.830937,Moderate,5,Distracted Driving
A0497,2025-11-06,18:54,Clear,Dry,Bus Stand Junction,9.367129,78.832977,Minor,4,Signal Violation
A0498,2025-07-17,13:21,Cloudy,Wet,East Coast Road,9.298498,78.899578,Severe,2,Speeding
A0499,2025-09-06,19:30,Clear,Dry,Devipattinam Road,9.480697,78.868961,Minor,1,Speeding
A0500,2025-09-20,21:25,Cloudy,Dry,Bus Stand Junction,9.366643,78.834859,Moderate,1,Overtaking
A0501,2024-01-11,17:28,Clear,Wet,Paramakudi Highway,9.548099,78.591387,Minor,2,Signal Violation
A0502,2024-08-25,15:44,Cloudy,Wet,Industrial Area Road,9.350089,78.82403,Severe,3,Distracted Driving
A0503,2025-02-13,23:49,Clear,Dry,Devipattinam Road,9.479047,78.86859,Severe,2,Drunk Driving
A0504,2024-10-18,21:35,Cloudy,Dry,Devipattinam Road,9.479343,78.868953,Severe,2,Drunk Driving
A0505,2025-04-10,17:12,Windy,Dry,Kilakarai Main Road,9.232574,78.784197,Minor,2,Distracted Driving
A0506,2024-04-29,15:21,Rainy,Potholes,Devipattinam Road,9.479976,78.868296,Moderate,2,Vehicle Failure
A0507,2024-09-06,16:49,Rainy,Wet,Bus Stand Junction,9.370613,78.832966,Minor,2,Weather
A0508,2025-10-10,09:24,Rainy,Muddy,Devipattinam Road,9.480604,78.868297,Minor,2,Vehicle Failure
A0509,2024-09-26,00:53,Clear,Dry,East Coast Road,9.299023,78.899274,Minor,3,Poor Road Condition
A0510,2024-08-11,15:22,Foggy,Dry,Paramakudi Highway,9.545519,78.590636,Severe,3,Overtaking
A0511,2024-09-04,18:15,Foggy,Dry,Market Road,9.366584,78.835339,Moderate,2,Distracted Driving
A0512,2024-03-21,19:07,Cloudy,Wet,Paramakudi Highway,9.545963,78.593213,Moderate,3,Poor Road Condition
A0513,2025-09-27,20:23,Clear,Potholes,Ramanathapuram Junction,9.366491,78.840154,Minor,2,Overtaking
A0514,2025-06-07,23:58,Clear,Dry,Paramakudi Highway,9.546057,78.59018,Severe,1,Drunk Driving
A0515,2025-05-29,22:02,Clear,Potholes,Market Road,9.36672,78.834666,Minor,2,Signal Violation
A0516,2024-01-09,14:44,Clear,Dry,East Coast Road,9.299614,78.897497,Severe,2,Drunk Driving
A0517,2024-08-30,08:16,Clear,Under Construction,Rameswaram Road,9.288599,79.312971,Minor,2,Poor Road Condition
A0518,2025-01-08,18:23,Rainy,Dry,Bus Stand Junction,9.366775,78.836361,Moderate,2,Speeding
A0519,2024-08-29,18:51,Cloudy,Potholes,Devipattinam Road,9.476161,78.865803,Moderate,3,Distracted Driving
A0520,2025-03-07,19:11,Clear,Under Construction,Market Road,9.366137,78.837771,Moderate,2,Vehicle Failure
A0521,2025-08-04,10:35,Clear,Dry,Market Road,9.368326,78.835512,Moderate,2,Speeding
A0522,2024-09-23,14:21,Clear,Dry,Devipattinam Road,9.479618,78.867942,Minor,2,Overtaking
A0523,2025-09-12,11:43,Clear,Dry,Devipattinam Road,9.477741,78.869325,Moderate,1,Poor Road Condition
A0524,2025-05-14,11:32,Rainy,Dry,Madurai Road Junction,9.365978,78.807635,Severe,2,Weather
A0525,2024-12-11,17:59,Clear,Wet,Paramakudi Highway,9.548215,78.59207,Minor,4,Distracted Driving
A0526,2025-10-30,08:20,Clear,Dry,Madurai Road Junction,9.364062,78.810594,Minor,2,Poor Road Condition
A0527,2025-04-06,18:33,Clear,Dry,Madurai Road Junction,9.365741,78.810391,Severe,3,Speeding
A0528,2024-04-15,08:25,Clear,Under Construction,Devipattinam Road,9.477175,78.866993,Moderate,1,Poor Road Condition
A0529,2024-04-16,19:05,Clear,Dry,East Coast Road,9.299962,78.901759,Minor,4,Poor Road Condition
A0530,2025-10-03,18:28,Clear,Dry,Kilakarai Main Road,9.231815,78.784444,Moderate,1,Speeding
A0531,2025-07-07,20:29,Windy,Dry,Madurai Road Junction,9.366158,78.805727,Moderate,4,Speeding
A0532,2025-10-13,17:40,Foggy,Dry,Industrial Area Road,9.351723,78.82239,Severe,2,Weather
A0533,2024-04-01,16:51,Clear,Dry,Market Road,9.365256,78.83452,Minor,2,Speeding
A0534,2025-07-01,11:30,Clear,Under Construction,Paramakudi Highway,9.544058,78.591741,Minor,2,Overtaking
A0535,2024-08-24,19:38,Rainy,Dry,Bus Stand Junction,9.366798,78.83452,Minor,2,Overtaking
A0536,2024-09-26,20:14,Clear,Wet,Bus Stand Junction,9.36743,78.834716,Moderate,3,Distracted Driving
A0537,2025-06-28,09:47,Rainy,Potholes,Rameswaram Road,9.288115,79.310076,Moderate,2,Distracted Driving
A0538,2025-09-29,14:44,Clear,Dry,Industrial Area Road,9.351494,78.824259,Minor,5,Speeding
A0539,2025-03-24,09:08,Cloudy,Dry,Devipattinam Road,9.475665,78.867358,Moderate,2,Speeding
A0540,2025-01-15,19:31,Clear,Muddy,Rameswaram Road,9.290251,79.313275,Severe,3,Distracted Driving
A0541,2024-03-14,09:25,Clear,Dry,Ramanathapuram Junction,9.363377,78.838976,Minor,2,Vehicle Failure
A0542,2024-09-11,06:49,Clear,Under Construction,Ramanathapuram Junction,9.363418,78.842615,Minor,5,Distracted Driving
A0543,2025-04-29,15:13,Clear,Under Construction,Devipattinam Road,9.478573,78.868645,Moderate,1,Overtaking
A0544,2025-05-07,15:16,Cloudy,Dry,East Coast Road,9.301545,78.900358,Minor,4,Vehicle Failure
A0545,2024-11-28,08:27,Clear,Muddy,Devipattinam Road,9.477611,78.867705,Moderate,2,Drunk Driving
A0546,2025-05-01,16:44,Cloudy,Dry,Ramanathapuram Junction,9.363793,78.839444,Moderate,2,Signal Violation
A0547,2025-10-02,11:48,Clear,Dry,Industrial Area Road,9.351091,78.825078,Minor,2,Speeding
A0548,2025-10-22,08:35,Rainy,Wet,Market Road,9.366899,78.836079,Moderate,3,Speeding
A0549,2025-05-11,09:02,Cloudy,Dry,Paramakudi Highway,9.546118,78.587003,Moderate,2,Drunk Driving
A0550,2025-04-24,11:46,Clear,Potholes,East Coast Road,9.301374,78.90052,Minor,2,Overtaking
A0551,2024-09-26,14:52,Clear,Dry,Paramakudi Highway,9.547497,78.585656,Moderate,2,Signal Violation
A0552,2025-09-27,17:23,Clear,Wet,Ramanathapuram Junction,9.367033,78.839291,Minor,2,Poor Road Condition
A0553,2025-07-18,18:49,Clear,Dry,East Coast Road,9.301662,78.89844,Minor,2,Distracted Driving
A0554,2024-07-01,03:08,Foggy,Dry,Devipattinam Road,9.478919,78.86642,Moderate,1,Weather
A0555,2025-09-30,17:33,Cloudy,Dry,Bus Stand Junction,9.366564,78.836871,Minor,2,Distracted Driving
A0556,2024-03-22,17:59,Clear,Wet,Kilakarai Main Road,9.230714,78.785326,Severe,3,Distracted Driving
A0557,2025-09-23,19:03,Clear,Dry,Madurai Road Junction,9.366305,78.810744,Fatal,2,Speeding
A0558,2024-08-24,06:46,Clear,Dry,East Coast Road,9.300226,78.900547,Severe,2,Drunk Driving
A0559,2025-03-01,16:35,Cloudy,Muddy,Paramakudi Highway,9.549605,78.589914,Severe,3,Drunk Driving
A0560,2024-07-03,20:10,Clear,Dry,Bus Stand Junction,9.367802,78.835576,Moderate,2,Poor Road Condition
A0561,2024-11-28,21:35,Rainy,Wet,Madurai Road Junction,9.366658,78.811781,Moderate,2,Vehicle Failure
A0562,2025-07-17,08:49,Windy,Dry,East Coast Road,9.300958,78.898285,Minor,2,Overtaking
A0563,2024-01-17,23:38,Clear,Under Construction,Ramanathapuram Junction,9.36635,78.83778,Minor,2,Poor Road Condition
A0564,2025-12-07,01:52,Rainy,Wet,Madurai Road Junction,9.365454,78.808869,Minor,2,Weather
A0565,2024-09-28,11:08,Clear,Dry,Market Road,9.365704,78.836693,Minor,3,Speeding
A0566,2024-03-20,16:13,Cloudy,Muddy,Bus Stand Junction,9.367982,78.834633,Severe,3,Speeding
A0567,2025-09-01,19:06,Cloudy,Dry,Industrial Area Road,9.352421,78.82568,Moderate,2,Signal Violation
A0568,2025-03-20,11:52,Clear,Potholes,Madurai Road Junction,9.364634,78.811446,Moderate,2,Overtaking
A0569,2025-10-09,21:40,Clear,Dry,Industrial Area Road,9.351784,78.823159,Minor,2,Speeding
A0570,2024-02-21,18:09,Cloudy,Under Construction,East Coast Road,9.300896,78.901052,Moderate,3,Overtaking
A0571,2025-02-07,08:18,Clear,Dry,Devipattinam Road,9.477554,78.870064,Moderate,3,Distracted Driving
A0572,2025-03-20,05:32,Rainy,Dry,Rameswaram Road,9.287775,79.312188,Moderate,2,Weather
A0573,2025-06-20,16:47,Clear,Dry,Kilakarai Main Road,9.23074,78.785023,Severe,2,Signal Violation
A0574,2025-03-09,06:26,Clear,Dry,Devipattinam Road,9.476356,78.86584,Moderate,3,Distracted Driving
A0575,2025-03-28,23:39,Cloudy,Dry,Paramakudi Highway,9.548392,78.58873,Moderate,2,Overtaking
A0576,2024-03-28,19:54,Clear,Dry,Paramakudi Highway,9.544513,78.58677,Severe,4,Overtaking
A0577,2024-04-23,01:44,Clear,Dry,Rameswaram Road,9.287042,79.310015,Minor,3,Distracted Driving
A0578,2025-07-15,15:16,Clear,Wet,East Coast Road,9.302463,78.901515,Minor,3,Speeding
A0579,2024-02-14,21:33,Clear,Dry,Industrial Area Road,9.348968,78.828379,Moderate,3,Speeding
A0580,2024-03-09,17:00,Clear,Dry,Market Road,9.367273,78.835713,Severe,3,Signal Violation
A0581,2025-10-26,10:56,Clear,Under Construction,Ramanathapuram Junction,9.360151,78.842936,Severe,3,Poor Road Condition
A0582,2024-03-31,20:34,Clear,Dry,Market Road,9.363716,78.833732,Minor,4,Distracted Driving
A0583,2024-12-07,21:19,Clear,Wet,Kilakarai Main Road,9.232534,78.78866,Severe,3,Speeding
A0584,2024-10-09,08:32,Rainy,Potholes,Rameswaram Road,9.290076,79.312846,Minor,3,Overtaking
A0585,2024-06-04,22:14,Clear,Dry,East Coast Road,9.300892,78.90128,Moderate,3,Speeding
A0586,2024-08-20,20:43,Clear,Dry,Industrial Area Road,9.351138,78.825422,Moderate,2,Distracted Driving
A0587,2025-10-30,16:13,Clear,Dry,Market Road,9.365956,78.836106,Minor,4,Signal Violation
A0588,2024-05-28,21:27,Cloudy,Dry,East Coast Road,9.298869,78.899579,Moderate,1,Speeding
A0589,2024-05-29,08:53,Cloudy,Muddy,Devipattinam Road,9.475461,78.867852,Minor,2,Vehicle Failure
A0590,2025-10-14,18:52,Windy,Dry,Market Road,9.364317,78.834545,Minor,1,Vehicle Failure
A0591,2025-08-03,17:38,Cloudy,Dry,Industrial Area Road,9.35027,78.827088,Minor,1,Speeding
A0592,2025-09-11,07:54,Clear,Wet,Market Road,9.367177,78.833844,Moderate,2,Speeding
A0593,2025-02-22,08:02,Rainy,Wet,Paramakudi Highway,9.544516,78.591411,Fatal,3,Poor Road Condition
A0594,2025-03-25,05:59,Rainy,Wet,Kilakarai Main Road,9.229526,78.784663,Moderate,2,Weather
A0595,2025-01-24,17:52,Cloudy,Dry,Ramanathapuram Junction,9.364725,78.838047,Moderate,2,Overtaking
A0596,2025-04-12,15:28,Rainy,Under Construction,Ramanathapuram Junction,9.364058,78.837499,Moderate,2,Poor Road Condition
A0597,2025-10-07,12:48,Windy,Dry,East Coast Road,9.299098,78.90048,Moderate,4,Poor Road Condition
A0598,2024-10-28,14:27,Cloudy,Dry,Rameswaram Road,9.285611,79.312661,Moderate,1,Distracted Driving
A0599,2024-04-25,06:32,Clear,Dry,Market Road,9.365771,78.837029,Minor,2,Vehicle Failure
A0600,2025-04-09,14:11,Cloudy,Wet,Madurai Road Junction,9.365336,78.812046,Moderate,2,Speeding
A0601,2024-04-03,18:07,Clear,Dry,Paramakudi Highway,9.546188,78.589356,Minor,2,Distracted Driving
A0602,2025-01-22,17:10,Cloudy,Dry,East Coast Road,9.300183,78.900815,Severe,2,Speeding
A0603,2024-07-02,07:09,Rainy,Wet,Paramakudi Highway,9.546073,78.590061,Moderate,5,Signal Violation
A0604,2024-07-26,06:08,Clear,Muddy,Paramakudi Highway,9.544947,78.589006,Moderate,2,Speeding
A0605,2024-08-31,17:31,Clear,Wet,Ramanathapuram Junction,9.361796,78.842124,Moderate,2,Distracted Driving
A0606,2024-10-11,09:35,Cloudy,Dry,Ramanathapuram Junction,9.362034,78.838461,Minor,1,Signal Violation
A0607,2024-02-03,02:54,Cloudy,Potholes,Madurai Road Junction,9.363922,78.811342,Minor,4,Drunk Driving
A0608,2025-11-19,23:10,Clear,Wet,Bus Stand Junction,9.367058,78.835872,Moderate,2,Weather
A0609,2024-02-06,18:23,Clear,Dry,Market Road,9.36479,78.836618,Minor,2,Distracted Driving
A0610,2024-10-26,20:04,Clear,Dry,Bus Stand Junction,9.366247,78.837218,Minor,2,Signal Violation
A0611,2024-02-29,18:39,Clear,Wet,Kilakarai Main Road,9.229219,78.785465,Moderate,5,Poor Road Condition
A0612,2024-10-21,21:45,Clear,Potholes,Industrial Area Road,9.350951,78.825621,Fatal,2,Drunk Driving
A0613,2025-06-16,17:31,Cloudy,Dry,Paramakudi Highway,9.545722,78.589805,Minor,4,Signal Violation
A0614,2024-05-01,23:00,Clear,Wet,Rameswaram Road,9.288066,79.311779,Fatal,3,Speeding
A0615,2024-12-24,13:21,Cloudy,Wet,Bus Stand Junction,9.368946,78.837316,Moderate,2,Speeding
A0616,2025-07-17,10:32,Clear,Dry,Devipattinam Road,9.477164,78.865945,Moderate,2,Weather
A0617,2024-06-28,22:53,Clear,Potholes,Industrial Area Road,9.349868,78.82887,Moderate,2,Overtaking
A0618,2024-06-08,17:30,Cloudy,Potholes,Ramanathapuram Junction,9.362694,78.841959,Moderate,2,Poor Road Condition
A0619,2025-06-17,21:03,Clear,Wet,Bus Stand Junction,9.370017,78.83317,Moderate,2,Distracted Driving
A0620,2024-12-28,19:56,Clear,Dry,Madurai Road Junction,9.365853,78.812443,Minor,2,Signal Violation
A0621,2025-09-12,20:36,Clear,Dry,East Coast Road,9.299431,78.899695,Moderate,3,Vehicle Failure
A0622,2025-02-27,18:17,Clear,Potholes,Madurai Road Junction,9.364127,78.808478,Minor,3,Poor Road Condition
A0623,2025-01-18,10:07,Rainy,Under Construction,East Coast Road,9.299026,78.898164,Moderate,1,Poor Road Condition
A0624,2025-05-10,07:21,Cloudy,Dry,East Coast Road,9.300051,78.898845,Severe,1,Signal Violation
A0625,2024-07-29,18:08,Cloudy,Dry,East Coast Road,9.300351,78.897666,Minor,2,Weather
A0626,2024-03-30,18:38,Clear,Potholes,Ramanathapuram Junction,9.364396,78.84075,Severe,3,Speeding
A0627,2025-10-16,16:19,Foggy,Dry,Ramanathapuram Junction,9.360909,78.840061,Moderate,2,Speeding
A0628,2024-06-01,18:17,Clear,Dry,Market Road,9.367642,78.834386,Minor,2,Overtaking
A0629,2024-10-04,11:20,Clear,Wet,East Coast Road,9.302509,78.900629,Minor,2,Speeding
A0630,2025-03-30,21:34,Clear,Dry,Industrial Area Road,9.348942,78.824916,Minor,1,Vehicle Failure
A0631,2025-12-22,13:11,Cloudy,Dry,Devipattinam Road,9.478837,78.868114,Moderate,3,Signal Violation
A0632,2025-11-17,11:12,Rainy,Under Construction,Rameswaram Road,9.288808,79.310619,Minor,2,Signal Violation
A0633,2025-12-01,06:19,Cloudy,Muddy,Market Road,9.366054,78.834079,Minor,4,Distracted Driving
A0634,2025-02-05,09:23,Clear,Potholes,Industrial Area Road,9.349833,78.823644,Moderate,4,Poor Road Condition
A0635,2024-04-25,02:30,Clear,Dry,Market Road,9.364697,78.838054,Severe,3,Speeding
A0636,2024-04-19,15:25,Clear,Wet,Paramakudi Highway,9.547637,78.590914,Minor,2,Signal Violation
A0637,2025-07-15,09:15,Clear,Dry,Bus Stand Junction,9.365862,78.833525,Severe,2,Speeding
A0638,2025-08-03,19:27,Rainy,Wet,Bus Stand Junction,9.36932,78.834213,Severe,1,Weather
A0639,2025-08-29,20:07,Cloudy,Dry,Industrial Area Road,9.353479,78.82559,Moderate,2,Speeding
A0640,2025-12-02,05:06,Rainy,Wet,Bus Stand Junction,9.367788,78.833536,Minor,3,Weather
A0641,2025-10-13,20:57,Rainy,Wet,Paramakudi Highway,9.5462,78.589771,Moderate,2,Weather
A0642,2024-11-20,08:43,Clear,Muddy,Market Road,9.366862,78.837635,Fatal,4,Poor Road Condition
A0643,2024-01-09,23:37,Cloudy,Dry,Madurai Road Junction,9.363821,78.808003,Minor,3,Signal Violation
A0644,2025-12-21,22:00,Cloudy,Under Construction,East Coast Road,9.297246,78.900762,Minor,2,Speeding
A0645,2025-10-02,18:25,Clear,Dry,Bus Stand Junction,9.365845,78.830771,Moderate,2,Distracted Driving
A0646,2025-01-28,07:35,Rainy,Wet,Market Road,9.366383,78.839939,Minor,4,Distracted Driving
A0647,2024-05-27,05:01,Cloudy,Dry,Ramanathapuram Junction,9.363891,78.840758,Minor,5,Distracted Driving
A0648,2025-12-13,20:57,Cloudy,Dry,Bus Stand Junction,9.367623,78.833852,Moderate,2,Speeding
A0649,2024-07-09,12:14,Clear,Dry,Market Road,9.367179,78.835765,Moderate,3,Distracted Driving
A0650,2025-08-13,13:34,Clear,Under Construction,Rameswaram Road,9.288401,79.312483,Minor,3,Poor Road Condition
A0651,2024-05-25,22:05,Cloudy,Dry,Market Road,9.364798,78.837688,Minor,3,Signal Violation
A0652,2025-09-16,05:56,Clear,Dry,East Coast Road,9.299738,78.898866,Minor,5,Signal Violation
A0653,2025-09-19,19:19,Clear,Dry,East Coast Road,9.300805,78.898652,Moderate,2,Signal Violation
A0654,2025-03-07,16:21,Clear,Under Construction,Market Road,9.365842,78.836186,Severe,1,Drunk Driving
A0655,2025-07-31,18:46,Clear,Wet,Industrial Area Road,9.351629,78.825712,Severe,2,Drunk Driving
A0656,2024-01-28,19:39,Clear,Dry,Rameswaram Road,9.287962,79.313227,Minor,3,Distracted Driving
A0657,2024-09-20,17:17,Clear,Dry,Paramakudi Highway,9.548085,78.590837,Moderate,2,Speeding
A0658,2024-09-24,12:11,Rainy,Dry,Market Road,9.365816,78.834232,Fatal,1,Weather
A0659,2024-06-06,17:52,Rainy,Wet,Paramakudi Highway,9.544402,78.589542,Moderate,3,Poor Road Condition
A0660,2024-12-19,08:46,Clear,Dry,Paramakudi Highway,9.545086,78.58972,Moderate,1,Signal Violation
A0661,2025-06-29,10:47,Clear,Wet,Market Road,9.365885,78.836995,Moderate,2,Distracted Driving
A0662,2025-04-04,00:59,Clear,Dry,Bus Stand Junction,9.367394,78.83473,Moderate,4,Drunk Driving
A0663,2025-03-18,17:54,Cloudy,Wet,East Coast Road,9.300097,78.897037,Severe,2,Speeding
A0664,2025-04-17,17:25,Rainy,Muddy,Rameswaram Road,9.286591,79.311784,Minor,2,Weather
A0665,2025-11-19,10:00,Clear,Dry,Paramakudi Highway,9.544185,78.5909,Moderate,2,Distracted Driving
A0666,2024-09-14,08:18,Clear,Dry,Madurai Road Junction,9.367296,78.811828,Severe,4,Speeding
A0667,2024-05-04,22:40,Cloudy,Dry,Kilakarai Main Road,9.23068,78.787236,Moderate,1,Signal Violation
A0668,2024-04-23,19:11,Cloudy,Dry,Industrial Area Road,9.350223,78.824494,Moderate,4,Distracted Driving
A0669,2025-11-14,19:44,Rainy,Dry,Rameswaram Road,9.28708,79.311546,Moderate,3,Speeding
A0670,2024-09-28,23:16,Clear,Dry,Madurai Road Junction,9.364418,78.810256,Minor,2,Overtaking
A0671,2025-03-17,06:34,Clear,Wet,Market Road,9.366041,78.836205,Minor,3,Vehicle Failure
A0672,2024-09-13,05:46,Rainy,Wet,Devipattinam Road,9.478655,78.869786,Minor,1,Weather
A0673,2024-12-03,09:44,Foggy,Dry,Bus Stand Junction,9.368924,78.831773,Moderate,4,Weather
A0674,2024-03-12,13:46,Clear,Dry,Bus Stand Junction,9.363669,78.835401,Moderate,3,Overtaking
A0675,2024-12-07,16:22,Cloudy,Dry,Industrial Area Road,9.34795,78.824663,Minor,4,Poor Road Condition
A0676,2024-03-23,20:21,Rainy,Wet,East Coast Road,9.298245,78.897297,Severe,2,Distracted Driving
A0677,2024-04-19,10:24,Cloudy,Dry,Kilakarai Main Road,9.231812,78.786139,Severe,3,Speeding
A0678,2025-08-30,02:01,Clear,Dry,Paramakudi Highway,9.545135,78.586113,Moderate,3,Signal Violation
A0679,2024-02-07,22:01,Clear,Dry,Market Road,9.364981,78.836788,Minor,2,Weather
A0680,2025-07-03,14:43,Clear,Dry,East Coast Road,9.297782,78.900275,Minor,1,Overtaking
A0681,2025-09-25,14:58,Clear,Wet,Ramanathapuram Junction,9.363877,78.840369,Minor,1,Speeding
A0682,2025-04-12,19:06,Cloudy,Potholes,Rameswaram Road,9.288179,79.31054,Minor,3,Speeding
A0683,2024-03-05,19:14,Rainy,Potholes,Industrial Area Road,9.351795,78.824762,Minor,3,Overtaking
A0684,2024-08-06,16:20,Rainy,Wet,Industrial Area Road,9.349959,78.8236,Moderate,1,Speeding
A0685,2024-09-06,16:28,Windy,Dry,Madurai Road Junction,9.364335,78.808673,Severe,3,Speeding
A0686,2024-03-23,01:31,Clear,Dry,Paramakudi Highway,9.545741,78.592568,Severe,3,Speeding
A0687,2025-05-02,18:50,Cloudy,Dry,Bus Stand Junction,9.365442,78.83158,Minor,2,Poor Road Condition
A0688,2025-09-02,17:02,Clear,Dry,Paramakudi Highway,9.548207,78.589686,Moderate,2,Overtaking
A0689,2024-08-29,13:35,Clear,Under Construction,Madurai Road Junction,9.363996,78.81156,Severe,2,Overtaking
A0690,2025-10-03,15:29,Cloudy,Dry,East Coast Road,9.299092,78.902739,Severe,3,Speeding
A0691,2025-11-17,15:10,Windy,Dry,Market Road,9.366817,78.835468,Minor,2,Poor Road Condition
A0692,2025-04-09,19:48,Clear,Wet,Industrial Area Road,9.353236,78.824091,Moderate,1,Overtaking
A0693,2024-08-28,15:04,Cloudy,Dry,Market Road,9.366913,78.836649,Moderate,2,Distracted Driving
A0694,2024-11-29,08:07,Clear,Dry,Madurai Road Junction,9.366953,78.812342,Severe,2,Distracted Driving
A0695,2024-02-25,14:31,Foggy,Dry,Devipattinam Road,9.478048,78.86687,Minor,2,Overtaking
A0696,2025-10-09,14:12,Clear,Dry,Paramakudi Highway,9.54669,78.588983,Moderate,1,Distracted Driving
A0697,2025-04-21,07:54,Clear,Dry,Rameswaram Road,9.29102,79.312205,Moderate,4,Distracted Driving
A0698,2025-07-20,21:36,Rainy,Potholes,Industrial Area Road,9.349452,78.825277,Moderate,5,Poor Road Condition
A0699,2025-03-14,09:46,Cloudy,Dry,Market Road,9.363779,78.834743,Severe,2,Distracted Driving
A0700,2025-08-10,22:58,Foggy,Dry,Industrial Area Road,9.351801,78.824015,Fatal,5,Speeding
A0701,2025-02-07,02:33,Clear,Muddy,East Coast Road,9.29843,78.900805,Moderate,2,Signal Violation
A0702,2025-02-20,19:44,Windy,Dry,East Coast Road,9.301779,78.901078,Minor,3,Distracted Driving
A0703,2025-12-21,18:10,Clear,Dry,Market Road,9.367294,78.835065,Moderate,5,Drunk Driving
A0704,2024-07-08,20:25,Rainy,Wet,Paramakudi Highway,9.543867,78.592252,Minor,4,Weather
A0705,2025-03-12,16:18,Rainy,Wet,Madurai Road Junction,9.364516,78.809624,Moderate,2,Weather
A0706,2024-02-26,20:47,Clear,Potholes,Industrial Area Road,9.351992,78.825834,Minor,1,Poor Road Condition
A0707,2025-01-10,17:23,Clear,Dry,Market Road,9.366484,78.839448,Moderate,3,Speeding
A0708,2025-10-26,09:07,Clear,Under Construction,Madurai Road Junction,9.364035,78.811392,Minor,4,Poor Road Condition
A0709,2024-09-30,10:57,Clear,Dry,Kilakarai Main Road,9.231086,78.785403,Moderate,2,Speeding
A0710,2025-04-26,16:07,Cloudy,Wet,East Coast Road,9.302293,78.900762,Severe,2,Drunk Driving
A0711,2025-04-13,08:56,Clear,Dry,Devipattinam Road,9.478807,78.869609,Minor,4,Speeding
A0712,2024-05-31,09:44,Clear,Potholes,Paramakudi Highway,9.545453,78.588741,Minor,2,Poor Road Condition
A0713,2024-12-21,21:30,Clear,Wet,East Coast Road,9.298433,78.89705,Minor,2,Speeding
A0714,2025-10-22,20:33,Clear,Dry,Kilakarai Main Road,9.234084,78.783345,Moderate,3,Poor Road Condition
A0715,2025-04-13,20:28,Clear,Dry,East Coast Road,9.299668,78.899585,Minor,1,Signal Violation
A0716,2024-02-18,12:18,Clear,Dry,Market Road,9.366261,78.837424,Minor,2,Overtaking
A0717,2025-12-26,09:11,Cloudy,Wet,East Coast Road,9.301291,78.899125,Minor,2,Speeding
A0718,2024-09-23,16:28,Clear,Dry,Madurai Road Junction,9.364749,78.810424,Severe,3,Weather
A0719,2024-06-15,12:34,Clear,Dry,Paramakudi Highway,9.545627,78.592411,Severe,4,Speeding
A0720,2024-01-05,21:09,Windy,Dry,Market Road,9.366536,78.837302,Minor,3,Weather
A0721,2025-08-10,22:48,Cloudy,Muddy,Rameswaram Road,9.288994,79.31376,Moderate,4,Weather
A0722,2024-02-11,18:57,Clear,Dry,Devipattinam Road,9.478272,78.866055,Moderate,2,Distracted Driving
A0723,2024-02-26,11:20,Cloudy,Dry,Market Road,9.3664,78.835223,Severe,3,Drunk Driving
A0724,2025-04-01,01:34,Cloudy,Under Construction,Kilakarai Main Road,9.230207,78.78588,Moderate,2,Overtaking
A0725,2025-11-13,17:03,Clear,Dry,Industrial Area Road,9.351857,78.825032,Minor,2,Signal Violation
A0726,2025-04-01,11:19,Foggy,Dry,Rameswaram Road,9.288463,79.314553,Fatal,2,Signal Violation
A0727,2025-03-10,10:51,Cloudy,Dry,Market Road,9.366161,78.840103,Minor,2,Signal Violation
A0728,2025-06-21,14:55,Windy,Dry,Rameswaram Road,9.288848,79.309359,Minor,3,Overtaking
A0729,2025-02-28,17:17,Clear,Dry,Bus Stand Junction,9.36863,78.834572,Moderate,4,Drunk Driving
A0730,2024-02-13,10:31,Rainy,Wet,Bus Stand Junction,9.369435,78.83501,Minor,3,Weather
A0731,2025-10-17,07:19,Rainy,Wet,Ramanathapuram Junction,9.363692,78.837664,Moderate,2,Overtaking
A0732,2024-10-10,02:48,Clear,Under Construction,Kilakarai Main Road,9.230686,78.783724,Moderate,2,Poor Road Condition
A0733,2025-12-03,20:40,Clear,Wet,Bus Stand Junction,9.366629,78.834883,Moderate,2,Speeding
A0734,2024-05-29,07:03,Clear,Potholes,Rameswaram Road,9.290505,79.312592,Moderate,1,Speeding
A0735,2024-02-19,17:22,Clear,Dry,Bus Stand Junction,9.365706,78.834667,Moderate,2,Overtaking
A0736,2024-06-20,19:38,Clear,Potholes,Paramakudi Highway,9.547795,78.589085,Minor,3,Vehicle Failure
A0737,2024-12-26,06:37,Rainy,Wet,Madurai Road Junction,9.364799,78.810022,Minor,2,Poor Road Condition
A0738,2025-05-30,06:09,Clear,Dry,Paramakudi Highway,9.544823,78.590972,Moderate,2,Vehicle Failure
A0739,2025-07-18,20:45,Cloudy,Potholes,East Coast Road,9.299819,78.900629,Minor,4,Poor Road Condition
A0740,2024-12-22,21:30,Clear,Dry,Paramakudi Highway,9.544669,78.589344,Moderate,4,Signal Violation
A0741,2024-01-30,07:19,Cloudy,Dry,Madurai Road Junction,9.366084,78.809441,Severe,3,Speeding
A0742,2024-03-21,07:08,Clear,Muddy,Rameswaram Road,9.29059,79.311401,Moderate,1,Speeding
